SKU_CODE,PRODUCT_NAME,COLOUR,CATEGORY,SUB_CATEGORY,TAGS,COLLECTIVE_SET,COST_PRICE,SELL_PRICE
SKU0768,Set of 3 Indoor Planters,Yellow,Decor,Planter,"[""durable"", ""yellow"", ""bohemian"", ""seating"", ""classic""]","[""complete decor kit"", ""dining collection""]",105.78,264.41
SKU0769,Leather Bath Mat,Grey,Bathroom,Bath Mat,"[""handmade"", ""bathroom"", ""unique"", ""leather"", ""stylish"", ""grey""]","[""designer's choice""]",276.93,478.78
SKU0770,Plush Geometric Pendant Light,Red,Lighting,Pendant Light,"[""farmhouse"", ""handmade"", ""red"", ""unique"", ""classic""]","[""curated collection"", ""dining collection""]",306.13,707.76
SKU0771,Bamboo Decorative Bowl,Turquoise,Decor,Decorative Accent,"[""industrial"", ""rustic"", ""turquoise"", ""stylish"", ""bamboo"", ""essential"", ""lighting""]","[""bedroom decor"", ""designer's choice""]",104.38,201.37
SKU0772,Resin Storage Cabinet,Floral,Storage,Cabinet,"[""resin"", ""soft"", ""stylish"", ""floral"", ""home""]","[""curated collection""]",156.59,324.37
SKU0773,Tractor Synthetic Enamel,Lavender,Paints,Enamels,"[""scandinavian"", ""durable"", ""lavender"", ""paint"", ""renovation"", ""bohemian"", ""wall treatment"", ""essential""]","[""boho chic set"", ""curated collection"", ""painting project kit"", ""home renovation supplies""]",403.70,690.65
SKU0774,Cotton Ceramic Plate Set of 4,Emerald,Kitchen,Tableware,"[""cotton"", ""decor"", ""ceramic"", ""unique"", ""seating"", ""kitchen"", ""emerald"", ""contemporary"", ""glam""]","[""curated collection""]",53.13,89.98
SKU0775,Tranquil Plush Fleece Blanket,Transparent,Home Necessities,Blankets,"[""minimalist"", ""transparent"", ""rustic"", ""ambient"", ""giftable"", ""bedroom"", ""essential"", ""comfort""]","[""complete decor kit"", ""industrial loft look"", ""sleep well set"", ""bedroom comfort bundle"", ""office setup""]",274.30,672.92
SKU0776,Rattan Soap Dispenser,Indigo,Bathroom,Accessory Set,"[""minimalist"", ""indigo"", ""storage"", ""ambient"", ""decor"", ""bathroom"", ""rattan"", ""glam""]","[""designer's choice""]",219.11,590.68
SKU0777,Stylish Area Rug (5x7),Terracotta,Textiles,Rug,"[""terracotta"", ""space-saving"", ""modern"", ""industrial""]","[""home essentials""]",365.24,1037.32
SKU0778,Wool Bedside Lamp,Grey,Lighting,Table Lamp,"[""handmade"", ""eco-friendly"", ""wool"", ""functional"", ""bedroom"", ""grey""]","[""modern minimalist vibe"", ""bedroom decor"", ""home essentials""]",278.37,696.47
SKU0779,Textured Agate Drink Coaster,Grey,Decor,Coaster,"[""eco-friendly"", ""home"", ""grey"", ""decor""]","[""curated collection""]",152.67,253.49
SKU0780,Memory Foam Abstract Canvas Print,Copper,Art,Wall Decor,"[""minimalist"", ""modern"", ""copper"", ""soft"", ""memory foam""]","[""glamorous accents"", ""home essentials""]",53.74,151.28
SKU0781,Handcrafted Abstract Decor Piece,Maroon,Decor,Decorative Accent,"[""durable"", ""maroon"", ""eco-friendly"", ""coastal"", ""essential""]","[""curated collection"", ""bathroom essentials""]",19.04,46.62
SKU0782,Set of 2 Down Alternative Pillows,Maroon,Home Necessities,Pillows,"[""farmhouse"", ""maroon"", ""industrial"", ""bedroom"", ""classic"", ""essential"", ""comfort"", ""home""]","[""curated collection"", ""modern minimalist vibe"", ""sleep well set"", ""bedroom comfort bundle"", ""outdoor living""]",62.98,168.17
SKU0783,Functional Bedside Lamp,Copper,Lighting,Table Lamp,"[""modern"", ""copper"", ""eco-friendly"", ""decor"", ""bedroom"", ""lighting""]","[""curated collection""]",21.94,38.15
SKU0784,Oak Shower Curtain,Turquoise,Bathroom,Shower Curtain,"[""turquoise"", ""oak"", ""bathroom"", ""coastal"", ""classic"", ""comfort""]","[""curated collection"", ""industrial loft look""]",341.43,697.11
SKU0785,Red Oxide Metal Primer,Mustard Yellow,Paints,Primers,"[""farmhouse"", ""metal"", ""adjustable"", ""paint"", ""renovation"", ""mustard yellow"", ""industrial"", ""decor"", ""wall treatment"", ""stylish""]","[""boho chic set"", ""curated collection"", ""painting project kit"", ""home renovation supplies""]",187.31,533.46
SKU0786,Industrial Abstract Figurine,Sage Green,Art,Sculpture,"[""eco-friendly"", ""sage green"", ""industrial"", ""decor""]","[""designer's choice""]",208.13,561.40
SKU0787,Memory Foam Bath Rug,Bronze,Bathroom,Bath Mat,"[""minimalist"", ""bronze"", ""handmade"", ""adjustable"", ""industrial"", ""functional"", ""bathroom"", ""memory foam""]","[""curated collection"", ""industrial loft look""]",116.73,220.74
SKU0788,Fabric Rolling Utility Cart,Bronze,Storage,Utility Cart,"[""space-saving"", ""modern"", ""farmhouse"", ""bronze"", ""storage"", ""stylish"", ""fabric"", ""glam""]","[""curated collection"", ""industrial loft look""]",394.86,1013.77
SKU0789,Luxury Comforter,Copper,Textiles,Bedding,"[""farmhouse"", ""copper"", ""portable"", ""bohemian"", ""stylish"", ""classic"", ""comfort""]","[""living room set"", ""designer's choice""]",211.70,423.87
SKU0790,Geometric Serving Bowl,Terracotta,Kitchen,Serveware,"[""space-saving"", ""rustic"", ""kitchen"", ""classic"", ""terracotta"", ""contemporary""]","[""home essentials""]",77.58,195.09
SKU0791,Woven Glass Vase Set of 3,Pink,Decor,Vase,"[""space-saving"", ""glass"", ""pink"", ""industrial"", ""functional"", ""coastal"", ""stylish"", ""woven""]","[""designer's choice""]",449.44,1225.73
SKU0792,Direct to Metal Protective Paint,Copper,Paints,Metal Finishes,"[""farmhouse"", ""metal"", ""paint"", ""copper"", ""renovation"", ""eco-friendly"", ""industrial"", ""wall treatment"", ""home""]","[""complete decor kit"", ""painting project kit"", ""home renovation supplies""]",194.85,329.05
SKU0793,Spacious Bedside Lamp,Green,Lighting,Table Lamp,"[""modern"", ""handmade"", ""green"", ""bedroom"", ""seating"", ""stylish""]","[""office setup"", ""curated collection""]",275.74,725.95
SKU0794,Plush Weighted Cotton Blanket,Walnut,Home Necessities,Blankets,"[""scandinavian"", ""walnut"", ""portable"", ""cotton"", ""bedroom"", ""coastal"", ""stylish"", ""essential"", ""comfort"", ""home""]","[""sleep well set"", ""bedroom comfort bundle"", ""bathroom essentials"", ""home essentials""]",301.94,744.22
SKU0795,Large Bohemian Tapestry,Oak,Art,Tapestry,"[""soft"", ""durable"", ""handmade"", ""rustic"", ""giftable"", ""oak"", ""glam""]","[""curated collection""]",276.40,667.43
SKU0796,Set of 3 Indoor Planters,Lavender,Decor,Planter,"[""lavender"", ""rustic"", ""ambient"", ""stylish"", ""essential"", ""contemporary"", ""home""]","[""living room set"", ""home essentials""]",89.90,143.75
SKU0797,LED Wall Sconce,Blue,Lighting,Wall Sconce,"[""minimalist"", ""soft"", ""blue"", ""stylish"", ""essential"", ""home""]","[""dining collection"", ""home essentials""]",424.07,877.18
SKU0798,Hypoallergenic Bedside Lamp,Brown,Lighting,Table Lamp,"[""bedroom"", ""portable"", ""modern"", ""brown""]","[""curated collection""]",279.93,493.96
SKU0799,Jute Flush Mount Light,Rose Gold,Lighting,Ceiling Lamp,"[""adjustable"", ""jute"", ""rustic"", ""functional"", ""unique"", ""rose gold"", ""comfort"", ""glam""]","[""rustic retreat collection"", ""complete decor kit"", ""bathroom essentials""]",41.44,78.59
SKU0800,Ceramic Storage Cabinet,Maple,Storage,Cabinet,"[""modern"", ""maple"", ""portable"", ""ambient"", ""ceramic"", ""decor""]","[""curated collection""]",78.80,199.71
SKU0801,Vibrant Thermal Insulated Curtains,Teal,Home Necessities,Curtains,"[""essential"", ""home"", ""teal"", ""comfort"", ""lighting""]","[""modern minimalist vibe"", ""bedroom decor"", ""home essentials""]",304.31,538.93
SKU0802,Set of 2 Down Alternative Pillows,Pink,Home Necessities,Pillows,"[""adjustable"", ""pink"", ""industrial"", ""bedroom"", ""seating"", ""stylish"", ""classic"", ""essential"", ""comfort"", ""glam""]","[""sleep well set"", ""bedroom comfort bundle"", ""designer's choice""]",152.09,303.57
SKU0803,Textured Vanity Mirror,Lavender,Decor,Mirror,"[""farmhouse"", ""lavender"", ""rustic"", ""seating"", ""classic"", ""lighting""]","[""nursery decor"", ""rustic retreat collection"", ""home essentials""]",223.45,485.32
SKU0804,Vibrant Geometric Pendant Light,Green,Lighting,Pendant Light,"[""green"", ""modern"", ""ambient"", ""seating""]","[""nursery decor"", ""designer's choice""]",139.49,247.33
SKU0805,Hypoallergenic Plush Fleece Blanket,Rust,Home Necessities,Blankets,"[""industrial"", ""bedroom"", ""unique"", ""essential"", ""rust"", ""comfort"", ""home""]","[""glamorous accents"", ""sleep well set"", ""bedroom comfort bundle"", ""designer's choice"", ""outdoor living""]",253.41,565.08
SKU0806,Brass Storage Cabinet,White,Storage,Cabinet,"[""modern"", ""white"", ""brass"", ""ambient"", ""classic""]","[""curated collection"", ""glamorous accents""]",37.16,78.78
SKU0807,Apcolite Premium Satin Emulsion,Maple,Paints,Interior Paints,"[""maple"", ""paint"", ""renovation"", ""eco-friendly"", ""industrial"", ""functional"", ""wall treatment"", ""glam""]","[""curated collection"", ""painting project kit"", ""home renovation supplies""]",223.01,653.25
SKU0808,Leather Abstract Figurine,Blue,Art,Sculpture,"[""farmhouse"", ""portable"", ""giftable"", ""leather"", ""blue"", ""glam""]","[""curated collection""]",52.07,81.44
SKU0809,Tropical Leaf Print,Rust,Art,Prints,"[""portable"", ""rust"", ""durable""]","[""home essentials""]",263.36,667.98
SKU0810,Geometric Blackout Curtains (Pair),Navy,Home Necessities,Curtains,"[""scandinavian"", ""adjustable"", ""navy"", ""industrial"", ""classic"", ""essential"", ""comfort""]","[""boho chic set"", ""outdoor living"", ""complete decor kit""]",54.61,130.38
SKU0811,Bamboo Side Table,Blue,Furniture,Table,"[""soft"", ""giftable"", ""decor"", ""coastal"", ""seating"", ""bamboo"", ""blue"", ""contemporary""]","[""designer's choice""]",236.88,468.57
SKU0812,Cotton Cotton Sheet Set,Bronze,Textiles,Sheets,"[""space-saving"", ""bronze"", ""cotton"", ""decor"", ""coastal"", ""classic""]","[""complete decor kit"", ""dining collection"", ""industrial loft look""]",344.54,800.94
SKU0813,Microfiber Framed Print,Gold,Art,Framed Art,"[""scandinavian"", ""microfiber"", ""handmade"", ""gold"", ""bohemian"", ""giftable"", ""stylish""]","[""rustic retreat collection"", ""designer's choice""]",39.00,62.95
SKU0814,Microfiber Table Lamp,Black,Lighting,Table Lamp,"[""microfiber"", ""black"", ""industrial"", ""classic"", ""essential"", ""comfort""]","[""office setup"", ""complete decor kit"", ""glamorous accents""]",444.37,942.61
SKU0815,Walnut Bathroom Accessory Set (4-piece),Turquoise,Bathroom,Accessory Set,"[""walnut"", ""eco-friendly"", ""turquoise"", ""functional"", ""bathroom""]","[""home essentials""]",246.72,529.95
SKU0816,Brass Cheese Board,Maple,Kitchen,Serveware,"[""maple"", ""handmade"", ""adjustable"", ""brass"", ""kitchen"", ""classic""]","[""designer's choice""]",392.70,1003.67
SKU0817,Set of 3 Abstract Prints,Oak,Art,Prints,"[""rustic"", ""oak"", ""stylish"", ""classic"", ""comfort"", ""lighting"", ""glam""]","[""designer's choice""]",372.02,641.68
SKU0818,Functional Shag Rug,Transparent,Textiles,Rug,"[""scandinavian"", ""transparent"", ""modern"", ""eco-friendly"", ""rustic"", ""classic"", ""essential""]","[""nursery decor"", ""complete decor kit"", ""glamorous accents""]",377.77,1005.47
SKU0819,Fabric Mood Light,Cream,Lighting,Ambient Light,"[""minimalist"", ""cream"", ""giftable"", ""bohemian"", ""unique"", ""fabric"", ""comfort"", ""lighting""]","[""modern minimalist vibe"", ""curated collection"", ""bathroom essentials""]",256.79,761.46
SKU0820,Standard Pillowcases,Rose Gold,Textiles,Pillowcase,"[""handmade"", ""bohemian"", ""functional"", ""rose gold"", ""essential"", ""home""]","[""office setup"", ""home essentials""]",309.08,647.69
SKU0821,Universal Wood Primer,Maple,Paints,Primers,"[""space-saving"", ""modern"", ""maple"", ""paint"", ""renovation"", ""wall treatment"", ""wood"", ""lighting""]","[""complete decor kit"", ""painting project kit"", ""home renovation supplies""]",440.96,920.61
SKU0822,Rattan Mug Set of 4,Brown,Kitchen,Tableware,"[""modern"", ""farmhouse"", ""eco-friendly"", ""coastal"", ""rattan"", ""kitchen"", ""brown"", ""lighting""]","[""home essentials""]",179.65,339.64
SKU0823,Pine Soap Dispenser,Gold,Bathroom,Accessory Set,"[""scandinavian"", ""storage"", ""gold"", ""bathroom"", ""pine"", ""classic"", ""glam""]","[""home essentials""]",205.80,444.92
SKU0824,Linen Tablecloth,Silver,Textiles,Table Linen,"[""modern"", ""farmhouse"", ""handmade"", ""silver"", ""storage"", ""stylish"", ""linen"", ""glam""]","[""home essentials""]",243.81,473.18
SKU0825,Concrete Wall Sconce,Transparent,Lighting,Wall Sconce,"[""minimalist"", ""transparent"", ""modern"", ""soft"", ""eco-friendly"", ""industrial"", ""stylish"", ""concrete""]","[""bedroom decor"", ""designer's choice""]",423.66,1233.10
SKU0826,Ergonomic Silky Satin Bedsheet Set,Mustard Yellow,Home Necessities,Bedsheets,"[""scandinavian"", ""silk"", ""durable"", ""mustard yellow"", ""bedroom"", ""essential"", ""comfort""]","[""sleep well set"", ""dining collection"", ""bedroom comfort bundle"", ""designer's choice""]",301.00,753.03
SKU0827,Terracotta Wall Tapestry,Orange,Art,Tapestry,"[""modern"", ""orange"", ""eco-friendly"", ""storage"", ""rustic"", ""classic"", ""terracotta""]","[""home essentials""]",298.40,758.33
SKU0828,Brass Framed Print,Floral,Art,Framed Art,"[""farmhouse"", ""adjustable"", ""eco-friendly"", ""brass"", ""unique"", ""floral""]","[""curated collection"", ""rustic retreat collection""]",35.25,94.20
SKU0829,Cotton Writing Desk,Charcoal,Furniture,Desk,"[""cotton"", ""ambient"", ""giftable"", ""unique"", ""home office"", ""charcoal"", ""glam""]","[""complete decor kit""]",411.06,762.58
SKU0830,Memory Foam Bath Rug,Green,Bathroom,Bath Mat,"[""scandinavian"", ""modern"", ""handmade"", ""green"", ""bathroom"", ""unique"", ""seating"", ""memory foam""]","[""glamorous accents"", ""designer's choice""]",191.83,404.27
SKU0831,Set of 6 Drawer Dividers,Rust,Storage,Drawer Organizer,"[""modern"", ""durable"", ""rustic"", ""coastal"", ""rust"", ""lighting""]","[""curated collection"", ""glamorous accents""]",19.40,57.03
SKU0832,Wool Rolling Utility Cart,Blue,Storage,Utility Cart,"[""modern"", ""ambient"", ""wool"", ""blue"", ""classic"", ""contemporary"", ""lighting""]","[""designer's choice""]",208.37,449.98
SKU0833,Over-the-Toilet Storage,Walnut,Bathroom,Storage Rack,"[""minimalist"", ""walnut"", ""handmade"", ""storage"", ""industrial"", ""bathroom"", ""unique""]","[""curated collection""]",272.15,602.36
SKU0834,Handcrafted Orthopedic Cervical Pillow,Indigo,Home Necessities,Pillows,"[""minimalist"", ""indigo"", ""space-saving"", ""decor"", ""bedroom"", ""essential"", ""comfort""]","[""industrial loft look"", ""home essentials"", ""sleep well set"", ""bedroom comfort bundle"", ""office setup""]",388.67,891.88
SKU0835,Sunset Landscape Painting,Grey,Art,Painting,"[""scandinavian"", ""bohemian"", ""giftable"", ""comfort"", ""grey""]","[""home essentials""]",359.25,598.72
SKU0836,Velvet Geometric Pendant Light,Pine,Lighting,Pendant Light,"[""ambient"", ""velvet"", ""bohemian"", ""pine"", ""home""]","[""modern minimalist vibe"", ""complete decor kit"", ""dining collection""]",286.40,491.24
SKU0837,Direct to Metal Protective Paint,Terracotta,Paints,Metal Finishes,"[""soft"", ""metal"", ""paint"", ""renovation"", ""wall treatment"", ""classic"", ""terracotta"", ""comfort""]","[""complete decor kit"", ""painting project kit"", ""home renovation supplies""]",198.66,418.28
SKU0838,Leather Cotton Sheet Set,Terracotta,Textiles,Sheets,"[""minimalist"", ""soft"", ""eco-friendly"", ""cotton"", ""functional"", ""leather"", ""terracotta"", ""contemporary""]","[""modern minimalist vibe"", ""dining collection"", ""designer's choice""]",373.96,862.31
SKU0839,Classic Oil Painting (30x40),Maroon,Art,Painting,"[""maroon"", ""home"", ""comfort"", ""functional""]","[""modern minimalist vibe"", ""designer's choice""]",80.60,170.57
SKU0840,Art Deco Weighted Cotton Blanket,Teal,Home Necessities,Blankets,"[""minimalist"", ""modern"", ""adjustable"", ""cotton"", ""bedroom"", ""essential"", ""teal"", ""comfort"", ""glam""]","[""industrial loft look"", ""sleep well set"", ""bedroom decor"", ""bedroom comfort bundle"", ""designer's choice""]",55.72,106.28
SKU0841,Bamboo Turkish Bath Towel,Pink,Bathroom,Towel Set,"[""farmhouse"", ""pink"", ""bathroom"", ""seating"", ""bamboo"", ""classic"", ""home""]","[""complete decor kit""]",255.07,500.06
SKU0842,Apcolite Satin Enamel,Blue,Paints,Enamels,"[""scandinavian"", ""modern"", ""handmade"", ""paint"", ""renovation"", ""rustic"", ""wall treatment"", ""blue"", ""classic""]","[""curated collection"", ""painting project kit"", ""home renovation supplies""]",138.54,384.11
SKU0843,Art Deco Terracotta Vase,Navy,Decor,Vase,"[""storage"", ""navy"", ""industrial"", ""ambient"", ""bohemian"", ""unique"", ""classic"", ""terracotta""]","[""outdoor living"", ""complete decor kit"", ""glamorous accents""]",399.13,1114.51
SKU0844,Linen Bathroom Vanity,Natural,Furniture,Vanity,"[""durable"", ""eco-friendly"", ""portable"", ""bathroom"", ""linen"", ""natural""]","[""living room set"", ""home essentials""]",132.40,316.08
SKU0845,Velvet Arch Floor Lamp,Copper,Lighting,Floor Lamp,"[""scandinavian"", ""soft"", ""handmade"", ""copper"", ""velvet"", ""functional""]","[""designer's choice""]",98.96,227.38
SKU0846,Orthopedic Bathroom Accessory Set (4-piece),Rose Gold,Bathroom,Accessory Set,"[""minimalist"", ""storage"", ""bathroom"", ""rose gold"", ""stylish"", ""glam""]","[""curated collection""]",404.45,669.84
SKU0847,Red Oxide Metal Primer,Oak,Paints,Primers,"[""soft"", ""farmhouse"", ""paint"", ""metal"", ""renovation"", ""storage"", ""oak"", ""wall treatment"", ""stylish""]","[""curated collection"", ""painting project kit"", ""glamorous accents"", ""home renovation supplies""]",360.35,722.41
SKU0848,Marble Shower Caddy,Orange,Bathroom,Storage Rack,"[""modern"", ""eco-friendly"", ""marble"", ""bathroom"", ""orange""]","[""curated collection""]",118.75,269.22
SKU0849,Scandinavian Knit Throw Blanket,Ivory,Textiles,Throw Blanket,"[""classic"", ""ivory"", ""soft"", ""giftable""]","[""complete decor kit""]",71.44,169.60
SKU0850,Apcolite Premium Gloss Enamel,Red,Paints,Enamels,"[""space-saving"", ""paint"", ""red"", ""renovation"", ""bohemian"", ""wall treatment"", ""stylish"", ""essential"", ""glam""]","[""boho chic set"", ""painting project kit"", ""designer's choice"", ""home renovation supplies""]",34.81,70.41
SKU0851,Bamboo Terracotta Vase,Orange,Decor,Vase,"[""durable"", ""seating"", ""bamboo"", ""stylish"", ""orange"", ""terracotta""]","[""designer's choice""]",131.13,330.23
SKU0852,Accent Storage Cabinet,Transparent,Storage,Cabinet,"[""transparent"", ""portable"", ""stylish"", ""giftable""]","[""glamorous accents"", ""designer's choice""]",448.83,1228.80
SKU0853,Hypoallergenic Floor Lamp,Brown,Lighting,Floor Lamp,"[""durable"", ""storage"", ""bohemian"", ""giftable"", ""brown"", ""contemporary""]","[""home essentials""]",81.40,231.74
SKU0854,Melamine Gold Clear Finish,Bronze,Paints,Wood Finishes,"[""farmhouse"", ""bronze"", ""paint"", ""renovation"", ""storage"", ""unique"", ""wall treatment"", ""contemporary"", ""lighting""]","[""home renovation supplies"", ""painting project kit"", ""home essentials""]",348.84,577.96
SKU0855,Pine Dinnerware Set (16-piece),Sage Green,Kitchen,Tableware,"[""sage green"", ""soft"", ""adjustable"", ""bohemian"", ""kitchen"", ""pine"", ""home""]","[""home essentials""]",141.74,423.83
SKU0856,Memory Foam Geometric Pendant Light,Beige,Lighting,Pendant Light,"[""space-saving"", ""home"", ""beige"", ""contemporary"", ""memory foam"", ""glam""]","[""modern minimalist vibe"", ""outdoor living"", ""designer's choice""]",218.25,473.21
SKU0857,Corner Wall Shelf,Mustard Yellow,Storage,Shelf,"[""mustard yellow"", ""durable"", ""stylish"", ""handmade""]","[""designer's choice"", ""industrial loft look""]",168.47,269.94
SKU0858,Cotton Abstract Figurine,Brown,Art,Sculpture,"[""durable"", ""storage"", ""cotton"", ""industrial"", ""giftable"", ""brown""]","[""designer's choice"", ""industrial loft look""]",123.32,275.71
SKU0859,Bamboo Abstract Decor Piece,White,Decor,Decorative Accent,"[""modern"", ""farmhouse"", ""white"", ""portable"", ""decor"", ""bamboo"", ""lighting""]","[""bathroom essentials"", ""home essentials""]",409.42,1110.62
SKU0860,Velvet Vanity Table,Gold,Furniture,Vanity,"[""scandinavian"", ""eco-friendly"", ""gold"", ""velvet"", ""functional"", ""unique""]","[""boho chic set"", ""outdoor living"", ""home essentials""]",132.11,342.08
SKU0861,Jute Silk Blend Sheets,Charcoal,Textiles,Sheets,"[""silk"", ""minimalist"", ""farmhouse"", ""jute"", ""storage"", ""giftable"", ""charcoal""]","[""bedroom decor"", ""complete decor kit"", ""industrial loft look""]",319.97,760.41
SKU0862,Plush Orthopedic Cervical Pillow,Yellow,Home Necessities,Pillows,"[""scandinavian"", ""portable"", ""ambient"", ""yellow"", ""functional"", ""bedroom"", ""essential"", ""contemporary"", ""comfort""]","[""curated collection"", ""industrial loft look"", ""sleep well set"", ""bedroom comfort bundle"", ""living room set""]",103.98,260.12
SKU0863,Crystal Wall Sconce,Lavender,Lighting,Wall Sconce,"[""scandinavian"", ""lavender"", ""bohemian"", ""seating"", ""crystal"", ""home""]","[""bedroom decor"", ""home essentials""]",16.60,31.32
SKU0864,Terracotta Soap Dispenser,Mustard Yellow,Bathroom,Accessory Set,"[""mustard yellow"", ""industrial"", ""ambient"", ""decor"", ""bathroom"", ""classic"", ""terracotta"", ""lighting""]","[""curated collection""]",403.52,1174.55
SKU0865,Gallery Wall Art Set of 5,Multicolor,Art,Framed Art,"[""multicolor"", ""adjustable"", ""decor""]","[""designer's choice""]",329.99,628.62
SKU0866,Set of 6 Drawer Dividers,Oak,Storage,Drawer Organizer,"[""durable"", ""bohemian"", ""oak"", ""seating"", ""classic"", ""glam""]","[""curated collection""]",279.76,539.26
SKU0867,Jute Storage Bin with Lid,Maroon,Storage,Bin,"[""durable"", ""jute"", ""maroon"", ""eco-friendly"", ""functional"", ""coastal"", ""lighting""]","[""complete decor kit""]",326.25,823.04
SKU0868,PU Interior Wood Finish (Gloss),Pine,Paints,Wood Finishes,"[""minimalist"", ""modern"", ""paint"", ""renovation"", ""storage"", ""bohemian"", ""wall treatment"", ""pine"", ""wood"", ""comfort"", ""home""]","[""home renovation supplies"", ""painting project kit"", ""home essentials""]",446.49,684.06
SKU0869,Wool Turkish Bath Towel,Yellow,Bathroom,Towel Set,"[""soft"", ""wool"", ""bohemian"", ""decor"", ""bathroom"", ""yellow"", ""coastal"", ""seating"", ""home""]","[""modern minimalist vibe"", ""curated collection""]",62.87,166.25
SKU0870,Oak Wall Tapestry,Oak,Art,Tapestry,"[""classic"", ""oak"", ""portable"", ""giftable""]","[""home essentials""]",200.44,533.59
SKU0871,Rustic Decorative Figurine,Charcoal,Decor,Figurine,"[""scandinavian"", ""farmhouse"", ""adjustable"", ""charcoal"", ""home""]","[""outdoor living"", ""rustic retreat collection"", ""complete decor kit""]",316.05,873.48
SKU0872,Corner Wall Shelf,Transparent,Storage,Shelf,"[""transparent"", ""modern"", ""portable"", ""coastal"", ""stylish""]","[""curated collection""]",57.41,155.54
SKU0873,Wood Storage Cabinet,Charcoal,Storage,Cabinet,"[""minimalist"", ""space-saving"", ""soft"", ""coastal"", ""charcoal"", ""classic"", ""wood""]","[""designer's choice"", ""industrial loft look""]",84.51,200.99
SKU0874,Rustic Oil Painting (30x40),Navy,Art,Painting,"[""modern"", ""handmade"", ""stylish"", ""navy"", ""comfort""]","[""glamorous accents"", ""home essentials""]",115.81,228.01
SKU0875,Pine Sectional Sofa,Turquoise,Furniture,Sofa,"[""soft"", ""living room"", ""storage"", ""turquoise"", ""bohemian"", ""decor"", ""pine""]","[""outdoor living"", ""rustic retreat collection"", ""designer's choice""]",352.06,543.12
SKU0876,Mahogany Bookshelf,Brown,Furniture,Storage,"[""soft"", ""mahogany"", ""rustic"", ""ambient"", ""functional"", ""coastal"", ""brown"", ""home""]","[""curated collection""]",377.50,922.89
SKU0877,Cozy Shower Curtain,Orange,Bathroom,Shower Curtain,"[""bathroom"", ""orange"", ""durable"", ""adjustable""]","[""complete decor kit""]",123.23,315.55
SKU0878,Memory Foam Armchair,Beige,Furniture,Chair,"[""portable"", ""ambient"", ""beige"", ""decor"", ""unique"", ""memory foam""]","[""boho chic set"", ""nursery decor"", ""curated collection""]",163.69,370.42
SKU0879,Acrylic Storage Bin with Lid,Lavender,Storage,Bin,"[""lavender"", ""industrial"", ""giftable"", ""acrylic"", ""seating"", ""stylish"", ""essential""]","[""designer's choice""]",317.01,640.93
SKU0880,Set of 5 Cooking Spoons,Gold,Kitchen,Utensils,"[""space-saving"", ""gold"", ""bohemian"", ""giftable"", ""kitchen""]","[""home essentials""]",212.82,624.48
SKU0881,Abstract Chandelier,Floral,Lighting,Ceiling Lamp,"[""space-saving"", ""durable"", ""adjustable"", ""rustic"", ""floral""]","[""glamorous accents"", ""dining collection"", ""home essentials""]",394.59,897.04
SKU0882,Art Deco Serving Tray,Beige,Decor,Tray,"[""beige"", ""ambient"", ""durable"", ""portable""]","[""complete decor kit"", ""dining collection""]",195.33,393.60
SKU0883,Smart LED Strip Light,Mustard Yellow,Lighting,Ambient Light,"[""minimalist"", ""mustard yellow"", ""bohemian"", ""giftable"", ""comfort"", ""home""]","[""nursery decor"", ""home essentials""]",321.44,537.92
SKU0884,Ace Advanced Exterior Emulsion,Grey,Paints,Exterior Paints,"[""paint"", ""renovation"", ""ambient"", ""bohemian"", ""wall treatment"", ""grey"", ""home"", ""lighting""]","[""curated collection"", ""rustic retreat collection"", ""painting project kit"", ""home renovation supplies""]",213.45,507.36
SKU0885,Desktop Zen Fountain,Cream,Decor,Fountain,"[""cream"", ""ambient"", ""functional"", ""stylish"", ""glam""]","[""modern minimalist vibe"", ""dining collection"", ""home essentials""]",94.04,216.99
SKU0886,Rattan Storage Bin with Lid,Pink,Storage,Bin,"[""minimalist"", ""space-saving"", ""handmade"", ""pink"", ""functional"", ""rattan""]","[""complete decor kit""]",240.70,549.06
SKU0887,Cotton Sofa,Rust,Furniture,Sofa,"[""handmade"", ""living room"", ""cotton"", ""giftable"", ""rust""]","[""home essentials""]",95.49,154.52
SKU0888,Walnut Loveseat,Grey,Furniture,Sofa,"[""modern"", ""walnut"", ""eco-friendly"", ""industrial"", ""ambient"", ""giftable"", ""grey""]","[""curated collection""]",63.24,168.96
SKU0889,Metal Storage Unit,Sage Green,Furniture,Storage,"[""minimalist"", ""sage green"", ""metal"", ""eco-friendly"", ""giftable"", ""contemporary"", ""comfort""]","[""dining collection"", ""home essentials""]",120.42,356.94
SKU0890,Jute Mail Holder,Orange,Storage,Wall Organizer,"[""handmade"", ""adjustable"", ""jute"", ""decor"", ""stylish"", ""orange"", ""contemporary""]","[""curated collection""]",368.11,1065.79
SKU0891,Handcrafted Modular Sectional Sofa,Walnut,Home Necessities,Sofas,"[""walnut"", ""living room"", ""portable"", ""bohemian"", ""giftable"", ""essential"", ""comfort""]","[""living room seating solution"", ""complete decor kit"", ""bathroom essentials""]",396.64,887.79
SKU0892,Plush Glass Vase Set of 3,Sage Green,Decor,Vase,"[""sage green"", ""glass"", ""durable"", ""adjustable"", ""storage"", ""industrial"", ""coastal""]","[""modern minimalist vibe"", ""complete decor kit"", ""dining collection""]",415.51,1050.05
